StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65,QID1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q30,Q29,Q28,C1,C3,C4,C14,C16,C25,C26,C28,A5,A8,A17,A19,A31,A32,B10,B11,B21,B22,B34,B35,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q67,Q68,Q69,Q70,Q71,Q63,Q64,Q54,Q65,Q64,Q63,Q62,Q80,Q83,Q82,Q81,Q66,Q68,Q78,Q71,Q77,Q74,Q69,Q70,Q67
2021-11-08 19:04:31,2021-11-08 19:13:50,IP Address,97.88.37.69,100,559,True,2021-11-08 19:13:51,R_ylKDK36c5GmrP0t,,,,,45.5428009033203125,-94.187103271484375,anonymous,EN,Accept,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Always (Every day),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Full-time,Architecture & Construction,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when desired,Talent Development Specialist,Non-managerial,30-39,Graduate degree,Female
2021-11-08 19:26:38,2021-11-08 19:34:23,IP Address,172.58.83.56,100,464,True,2021-11-08 19:34:23,R_3iJ76BIR9efbzzl,,,,,44.9763946533203125,-93.2239990234375,anonymous,EN,Accept,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Always (Every day),Always (Every day),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Full-time,Human Services,More than 10 but less than 500 employees,Remote work with the option to work on-site,Economic Empowerment Trainer,Non-managerial,21-29,Graduate degree,Female
2021-11-08 20:19:18,2021-11-08 20:28:30,IP Address,174.199.74.68,100,551,True,2021-11-08 20:28:30,R_OJQ5CuTH1KauiTD,,,,,44.953399658203125,-93.3842010498046875,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Always (Every day),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Somewhat Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Disagree,Disagree,Disagree,Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site work only,"Professor of Sociology ",Non-managerial,40-49,Graduate degree,Female
2021-11-08 20:31:22,2021-11-08 20:38:44,IP Address,67.84.72.185,100,442,True,2021-11-08 20:38:45,R_2TLuIBDAht2LG9W,,,,,41.2169952392578125,-73.05519866943359375,anonymous,EN,Accept,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Very often (A few times a week),Sometimes (A few times a month),Always (Every day),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Always (Every day),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,"Transportation, Distribution & Logistics",More than 10 but less than 500 employees,On-site work only,Logistics Analyst,Non-managerial,21-29,Bachelor degree,Female
2021-11-08 20:37:35,2021-11-08 20:48:04,IP Address,24.179.197.25,100,629,True,2021-11-08 20:48:05,R_pPZfu62NbGiWOXf,,,,,45.57220458984375,-94.20420074462890625,anonymous,EN,Accept,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Always (Every day),Sometimes (A few times a month),Always (Every day),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Rarely (Once a month or less),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Full-time,"Science, Technology, Engineering & Mathematics",More than 10 but less than 500 employees,On-site with the option to work remotely when needed,Director,Middle management,40-49,Graduate degree,Female
2021-11-08 19:11:57,2021-11-08 21:02:15,IP Address,113.211.178.55,100,6617,True,2021-11-08 21:02:15,R_1EjrkNeQ8NFjslb,,,,,3.13360595703125,101.667510986328125,anonymous,EN,Accept,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Very often (A few times a week),Always (Every day),Often (Once a week),Often (Once a week),Always (Every day),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Always (Every day),Always (Every day),Very often (A few times a week),Always (Every day),Very often (A few times a week),Always (Every day),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,Agree,Neither Agree nor Disagree,Agree,Disagree,Full-time,Business Management & Administration,"More than 50,000 employees",Remote work with the option to work on-site,"Senior Consultant ",Front-line management,30-39,Graduate degree,Female
2021-11-08 21:12:16,2021-11-08 21:19:40,IP Address,73.164.120.131,100,443,True,2021-11-08 21:19:41,R_1g6Bb1n0HNHJtTu,,,,,45.0702056884765625,-93.455596923828125,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Often (Once a week),Often (Once a week),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Almost never (A few times a year or less),Very often (A few times a week),Somewhat Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Information Technology,"More than 50,000 employees",Remote work with the option to work on-site,Senior Program Manager,Non-managerial,30-39,Graduate degree,Female
2021-11-08 21:33:29,2021-11-08 21:41:23,IP Address,73.198.183.114,100,473,True,2021-11-08 21:41:23,R_3hxzM1QpXr0phv6,,,,,40.8022003173828125,-74.19139862060546875,anonymous,EN,Accept,Agree,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Often (Once a week),Always (Every day),Rarely (Once a month or less),Always (Every day),Somewhat Agree,Agree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,NEVER in my life,ONCE or TWICE in the past year,ONCE or TWICE in the past year,Not in the past year,NEVER in my life,NEVER in my life,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Full-time,Human Services,More than 10 but less than 500 employees,On-site work only,Human resources administrator,Non-managerial,30-39,Bachelor degree,Male
2021-11-08 21:52:00,2021-11-08 22:04:20,IP Address,68.63.216.109,100,739,True,2021-11-08 22:04:20,R_Ua8WbVKnbBn5s8F,,,,,44.8961944580078125,-93.10359954833984375,anonymous,EN,Accept,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Often (Once a week),Almost never (A few times a year or less),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Often (Once a week),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Somewhat Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,Not in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Agree,Disagree,Neither Agree nor Disagree,Disagree,Full-time,Manufacturing,"More than 50,000 employees",Remote work only,"Sr manager, talent assessment ",Middle management,50-59,Graduate degree,Male
2021-11-08 22:26:02,2021-11-08 22:38:35,IP Address,72.191.253.54,100,753,True,2021-11-08 22:38:36,R_2VvxWGZ1g9DAlWm,,,,,32.921905517578125,-96.62139892578125,anonymous,EN,Accept,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),,,,,,,,,,,,,,,,,,,,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,ONCE or TWICE in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Not in the past year,Not in the past year,Not in the past year,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Fixed term / contractor,"Arts, Audio/Video Technology & Communications",More than 10 but less than 500 employees,On-site work only,Stand In,Non-managerial,40-49,Bachelor degree,Female
2021-11-08 23:07:50,2021-11-08 23:20:20,IP Address,73.228.225.50,100,750,True,2021-11-08 23:20:20,R_241ayOWTxC77sIW,,,,,45.0435028076171875,-93.482696533203125,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Often (Once a week),Often (Once a week),Always (Every day),Never,Often (Once a week),Often (Once a week),Sometimes (A few times a month),Rarely (Once a month or less),Sometimes (A few times a month),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Rarely (Once a month or less),Often (Once a week),Often (Once a week),Very often (A few times a week),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Disagree,Disagree,Disagree,Disagree,Full-time,Finance,More than 10 but less than 500 employees,On-site with the option to work remotely when desired,Manager,Middle management,50-59,Bachelor degree,Male
2021-11-09 01:48:19,2021-11-09 01:55:52,IP Address,73.239.118.114,100,452,True,2021-11-09 01:55:53,R_3ISFFZiPrFYE62I,,,,,47.6136932373046875,-122.310394287109375,anonymous,EN,Accept,Agree,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Often (Once a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),,,,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Full-time,Government & Public Administration,"More than 10,000 but less than 50,000 employees",Remote work with the option to work on-site,Fire & Police Exams Analyst,Non-managerial,21-29,Bachelor degree,Gender Variant/Non-Conforming
2021-11-09 07:19:20,2021-11-09 07:28:29,IP Address,73.140.250.66,100,548,True,2021-11-09 07:28:29,R_1C7HJNjItFh2EW0,,,,,47.894805908203125,-122.203094482421875,anonymous,EN,Accept,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Sometimes (A few times a month),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",On-site with the option to work remotely when needed,"School Psychologist ",Non-managerial,60 or older,Graduate degree,Female
2021-11-09 08:50:45,2021-11-09 08:57:42,IP Address,32.208.180.6,100,417,True,2021-11-09 08:57:42,R_2a8EL3I7f9fAdru,,,,,41.5041046142578125,-72.9167022705078125,anonymous,EN,Accept,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Sometimes (A few times a month),Often (Once a week),Sometimes (A few times a month),Sometimes (A few times a month),Sometimes (A few times a month),Often (Once a week),Almost never (A few times a year or less),Almost never (A few times a year or less),Sometimes (A few times a month),Often (Once a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Rarely (Once a month or less),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Full-time,Health Science,"More than 50,000 employees",On-site work only,"Pharmacy Manager ",Front-line management,40-49,Graduate degree,Female
2021-11-09 10:13:41,2021-11-09 10:21:00,IP Address,207.191.141.156,100,438,True,2021-11-09 10:21:00,R_2e8PvQitl1vi9XQ,,,,,45.292205810546875,-94.2089996337890625,anonymous,EN,Accept,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Always (Every day),Always (Every day),Very often (A few times a week),Often (Once a week),Often (Once a week),Always (Every day),Always (Every day),Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,,,,,,,,,,,,,,,,,,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Disagree,Disagree,Disagree,Strongly Disagree,Full-time,Business Management & Administration,"More than 50,000 employees",On-site work only,Closing Team Leader,Middle management,21-29,Graduate degree,Female
2021-11-09 10:39:54,2021-11-09 10:49:42,IP Address,199.17.34.203,100,587,True,2021-11-09 10:49:42,R_1lAli1AxG8i2tIb,,,,,45.5428009033203125,-94.187103271484375,anonymous,EN,Accept,Neither Agree nor Disagree,Disagree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Often (Once a week),Often (Once a week),Very often (A few times a week),Sometimes (A few times a month),Often (Once a week),Rarely (Once a month or less),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Always (Every day),Sometimes (A few times a month),Always (Every day),Very often (A few times a week),Often (Once a week),,,,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Full-time,Education & Training,"More than 500 but less than 5,000 employees",Remote work with the option to work on-site,Professor,Non-managerial,50-59,Graduate degree,Male
2021-11-09 12:29:46,2021-11-09 12:39:31,IP Address,144.15.255.227,100,584,True,2021-11-09 12:39:31,R_31gfCBw83caMcBs,,,,,44.9833984375,-93.26219940185546875,anonymous,EN,Accept,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Very often (A few times a week),Very often (A few times a week),Always (Every day),Very often (A few times a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Often (Once a week),Very often (A few times a week),Very often (A few times a week),Often (Once a week),Always (Every day),Often (Once a week),Often (Once a week),Sometimes (A few times a month),Very often (A few times a week),Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,"THREE or MORE times in the past year, but not more than 15 times",MORE THAN 15 TIMES in the past year,"THREE or MORE times in the past year, but not more than 15 times",Not in the past year,MORE THAN 15 TIMES in the past year,Not in the past year,NEVER in my life,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,MORE THAN 15 TIMES in the past year,ONCE or TWICE in the past year,Not in the past year,Strongly Disagree,Disagree,Agree,Strongly Disagree,Full-time,"Science, Technology, Engineering & Mathematics","More than 50,000 employees",On-site with the option to work remotely when desired,Senior Director,Middle management,40-49,Graduate degree,Male
